crop_renamed,Weather,year,month,mday,agb_MgDM_ha,grain_MgDM_ha,lai,year_class,window_spei,source,date,day_of_year,scenario,series
Winter Wheat,weatherBaselineopen,2023,2,5,0.18973858,0,0.507271,Near-normal,0.2874774103294811,named in manuscript,2023-02-05,36,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,6,0.18949417999999998,0,0.506393,Near-normal,0.2874774103294811,named in manuscript,2023-02-06,37,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,7,0.18923521000000001,0,0.50539,Near-normal,0.2874774103294811,named in manuscript,2023-02-07,38,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,8,0.18891014,0,0.504338,Near-normal,0.2874774103294811,named in manuscript,2023-02-08,39,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,9,0.18863838,0,0.503103,Near-normal,0.2874774103294811,named in manuscript,2023-02-09,40,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,10,0.18849845,0,0.502013,Near-normal,0.2874774103294811,named in manuscript,2023-02-10,41,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,11,0.18889082,0,0.501332,Near-normal,0.2874774103294811,named in manuscript,2023-02-11,42,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,12,0.19134198999999996,0,0.50116,Near-normal,0.2874774103294811,named in manuscript,2023-02-12,43,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,13,0.19475323,0,0.506328,Near-normal,0.2874774103294811,named in manuscript,2023-02-13,44,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,14,0.19786882,0,0.513761,Near-normal,0.2874774103294811,named in manuscript,2023-02-14,45,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,15,0.19948398,0,0.520501,Near-normal,0.2874774103294811,named in manuscript,2023-02-15,46,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,16,0.19984225,0,0.523451,Near-normal,0.2874774103294811,named in manuscript,2023-02-16,47,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,17,0.20060242,0,0.523213,Near-normal,0.2874774103294811,named in manuscript,2023-02-17,48,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,18,0.20194147,0,0.523802,Near-normal,0.2874774103294811,named in manuscript,2023-02-18,49,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,19,0.20265403,0,0.525569,Near-normal,0.2874774103294811,named in manuscript,2023-02-19,50,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,20,0.20263979,0,0.526042,Near-normal,0.2874774103294811,named in manuscript,2023-02-20,51,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,21,0.20338504999999998,0,0.524783,Near-normal,0.2874774103294811,named in manuscript,2023-02-21,52,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,22,0.20623028999999998,0,0.524969,Near-normal,0.2874774103294811,named in manuscript,2023-02-22,53,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,23,0.20838388000000002,0,0.53105,Near-normal,0.2874774103294811,named in manuscript,2023-02-23,54,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,24,0.20896415999999998,0,0.535091,Near-normal,0.2874774103294811,named in manuscript,2023-02-24,55,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,25,0.20889633000000002,0,0.535076,Near-normal,0.2874774103294811,named in manuscript,2023-02-25,56,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,26,0.208536,0,0.533522,Near-normal,0.2874774103294811,named in manuscript,2023-02-26,57,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,27,0.20813669,0,0.531799,Near-normal,0.2874774103294811,named in manuscript,2023-02-27,58,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,2,28,0.20763478000000002,0,0.529768,Near-normal,0.2874774103294811,named in manuscript,2023-02-28,59,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,1,0.20719309,0,0.527819,Near-normal,0.2874774103294811,named in manuscript,2023-03-01,60,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,2,0.20678586999999998,0,0.526045,Near-normal,0.2874774103294811,named in manuscript,2023-03-02,61,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,3,0.2063274,0,0.524358,Near-normal,0.2874774103294811,named in manuscript,2023-03-03,62,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,4,0.20584876,0,0.522531,Near-normal,0.2874774103294811,named in manuscript,2023-03-04,63,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,5,0.20541386,0,0.520654,Near-normal,0.2874774103294811,named in manuscript,2023-03-05,64,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,6,0.20503924,0,0.518906,Near-normal,0.2874774103294811,named in manuscript,2023-03-06,65,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,7,0.20466613,0,0.517327,Near-normal,0.2874774103294811,named in manuscript,2023-03-07,66,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,8,0.20429454,0,0.515754,Near-normal,0.2874774103294811,named in manuscript,2023-03-08,67,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,9,0.20391116,0,0.514183,Near-normal,0.2874774103294811,named in manuscript,2023-03-09,68,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,10,0.20354159,0,0.512587,Near-normal,0.2874774103294811,named in manuscript,2023-03-10,69,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,11,0.20317353,0,0.511027,Near-normal,0.2874774103294811,named in manuscript,2023-03-11,70,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,12,0.20280600000000001,0,0.509473,Near-normal,0.2874774103294811,named in manuscript,2023-03-12,71,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,13,0.20243578,0,0.507923,Near-normal,0.2874774103294811,named in manuscript,2023-03-13,72,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,14,0.20330172,0,0.506322,Near-normal,0.2874774103294811,named in manuscript,2023-03-14,73,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,15,0.20411855999999998,0,0.50826,Near-normal,0.2874774103294811,named in manuscript,2023-03-15,74,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,16,0.20416865,0,0.508981,Near-normal,0.2874774103294811,named in manuscript,2023-03-16,75,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,17,0.20392158,0,0.50789,Near-normal,0.2874774103294811,named in manuscript,2023-03-17,76,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,18,0.20498568,0,0.505331,Near-normal,0.2874774103294811,named in manuscript,2023-03-18,77,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,19,0.20876983000000002,0,0.506532,Near-normal,0.2874774103294811,named in manuscript,2023-03-19,78,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,20,0.21998283,0,0.513597,Near-normal,0.2874774103294811,named in manuscript,2023-03-20,79,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,21,0.23015510000000003,0,0.53777,Near-normal,0.2874774103294811,named in manuscript,2023-03-21,80,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,22,0.23712113999999998,0,0.559632,Near-normal,0.2874774103294811,named in manuscript,2023-03-22,81,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,23,0.24400770000000002,0,0.573931,Near-normal,0.2874774103294811,named in manuscript,2023-03-23,82,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,24,0.25663125999999997,0,0.587495,Near-normal,0.2874774103294811,named in manuscript,2023-03-24,83,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,25,0.27180393,0,0.615582,Near-normal,0.2874774103294811,named in manuscript,2023-03-25,84,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,26,0.2853399,0,0.645635,Near-normal,0.2874774103294811,named in manuscript,2023-03-26,85,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,27,0.2924916,0,0.674403,Near-normal,0.2874774103294811,named in manuscript,2023-03-27,86,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,28,0.29409779999999996,0,0.688682,Near-normal,0.2874774103294811,named in manuscript,2023-03-28,87,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,29,0.2939142,0,0.690324,Near-normal,0.2874774103294811,named in manuscript,2023-03-29,88,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,30,0.2933175,0,0.687109,Near-normal,0.2874774103294811,named in manuscript,2023-03-30,89,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,3,31,0.2945529,0,0.680348,Near-normal,0.2874774103294811,named in manuscript,2023-03-31,90,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,1,0.2966111,0,0.678376,Near-normal,0.2874774103294811,named in manuscript,2023-04-01,91,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,2,0.2970435,0,0.680406,Near-normal,0.2874774103294811,named in manuscript,2023-04-02,92,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,3,0.29638679999999995,0,0.67784199999999994,Near-normal,0.2874774103294811,named in manuscript,2023-04-03,93,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,4,0.2953634,0,0.671967,Near-normal,0.2874774103294811,named in manuscript,2023-04-04,94,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,5,0.29410959999999997,0,0.664901,Near-normal,0.2874774103294811,named in manuscript,2023-04-05,95,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,6,0.29275029999999996,0,0.656781,Near-normal,0.2874774103294811,named in manuscript,2023-04-06,96,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,7,0.2927971,0,0.651792,Near-normal,0.2874774103294811,named in manuscript,2023-04-07,97,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,8,0.29502999999999996,0,0.650413,Near-normal,0.2874774103294811,named in manuscript,2023-04-08,98,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,9,0.3086265,0,0.650078,Near-normal,0.2874774103294811,named in manuscript,2023-04-09,99,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,10,0.33357420000000004,0,0.674942,Near-normal,0.2874774103294811,named in manuscript,2023-04-10,100,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,11,0.3649059,0,0.725021,Near-normal,0.2874774103294811,named in manuscript,2023-04-11,101,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,12,0.39752260000000006,0,0.786205,Near-normal,0.2874774103294811,named in manuscript,2023-04-12,102,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,13,0.42714840000000004,0,0.848503,Near-normal,0.2874774103294811,named in manuscript,2023-04-13,103,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,14,0.4501754,0,0.905189,Near-normal,0.2874774103294811,named in manuscript,2023-04-14,104,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,15,0.475229,0,0.945212,Near-normal,0.2874774103294811,named in manuscript,2023-04-15,105,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,16,0.5036582,0,0.986526,Near-normal,0.2874774103294811,named in manuscript,2023-04-16,106,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,17,0.5403165,0,0.995449,Near-normal,0.2874774103294811,named in manuscript,2023-04-17,107,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,18,0.5892309,0,0.996069,Near-normal,0.2874774103294811,named in manuscript,2023-04-18,108,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,19,0.6500339,0,1.09033,Near-normal,0.2874774103294811,named in manuscript,2023-04-19,109,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,20,0.715304,0,1.20343,Near-normal,0.2874774103294811,named in manuscript,2023-04-20,110,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,21,0.7929550999999999,0,1.32888,Near-normal,0.2874774103294811,named in manuscript,2023-04-21,111,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,22,0.8808874,0,1.47212,Near-normal,0.2874774103294811,named in manuscript,2023-04-22,112,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,23,0.9724368999999999,0,1.62522,Near-normal,0.2874774103294811,named in manuscript,2023-04-23,113,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,24,1.0519616,0,1.78123,Near-normal,0.2874774103294811,named in manuscript,2023-04-24,114,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,25,1.1089372,0,1.90888,Near-normal,0.2874774103294811,named in manuscript,2023-04-25,115,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,26,1.1441352999999999,0,1.99632,Near-normal,0.2874774103294811,named in manuscript,2023-04-26,116,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,27,1.1659839,0,2.04369,Near-normal,0.2874774103294811,named in manuscript,2023-04-27,117,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,28,1.1827559,0,2.06833,Near-normal,0.2874774103294811,named in manuscript,2023-04-28,118,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,29,1.2084967,0,2.08571,Near-normal,0.2874774103294811,named in manuscript,2023-04-29,119,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,4,30,1.2390229,0,2.1167,Near-normal,0.2874774103294811,named in manuscript,2023-04-30,120,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,1,1.2714177000000002,0,2.15265,Near-normal,0.2874774103294811,named in manuscript,2023-05-01,121,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,2,1.3160645,0,2.18964,Near-normal,0.2874774103294811,named in manuscript,2023-05-02,122,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,3,1.3617932,0,2.24219,Near-normal,0.2874774103294811,named in manuscript,2023-05-03,123,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,4,1.4084522,0,2.29283,Near-normal,0.2874774103294811,named in manuscript,2023-05-04,124,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,5,1.4501205999999998,0,2.34179,Near-normal,0.2874774103294811,named in manuscript,2023-05-05,125,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,6,1.4845339,0,2.37946,Near-normal,0.2874774103294811,named in manuscript,2023-05-06,126,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,7,1.5185566000000001,0,2.40688,Near-normal,0.2874774103294811,named in manuscript,2023-05-07,127,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,8,1.572179,0,2.43054,Near-normal,0.2874774103294811,named in manuscript,2023-05-08,128,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,9,1.6489154,0,2.47075,Near-normal,0.2874774103294811,named in manuscript,2023-05-09,129,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,10,1.7346812999999999,0,2.53169,Near-normal,0.2874774103294811,named in manuscript,2023-05-10,130,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,11,1.8214299,0,2.59763,Near-normal,0.2874774103294811,named in manuscript,2023-05-11,131,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,12,1.8837315,0,2.65821,Near-normal,0.2874774103294811,named in manuscript,2023-05-12,132,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,13,1.9532766,0,2.69193,Near-normal,0.2874774103294811,named in manuscript,2023-05-13,133,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,14,2.0355,0,2.73039,Near-normal,0.2874774103294811,named in manuscript,2023-05-14,134,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,15,2.113311,0,2.77229,Near-normal,0.2874774103294811,named in manuscript,2023-05-15,135,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,16,2.178491,0,2.8039,Near-normal,0.2874774103294811,named in manuscript,2023-05-16,136,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,17,2.23572293,0.00329493,2.82083,Near-normal,0.2874774103294811,named in manuscript,2023-05-17,137,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,18,2.2959566,0.0135006,2.82788,Near-normal,0.2874774103294811,named in manuscript,2023-05-18,138,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,19,2.3801081999999996,0.0372622,2.8316,Near-normal,0.2874774103294811,named in manuscript,2023-05-19,139,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,20,2.4956631000000002,0.0812381,2.84156,Near-normal,0.2874774103294811,named in manuscript,2023-05-20,140,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,21,2.627285,0.13571,2.85727,Near-normal,0.2874774103294811,named in manuscript,2023-05-21,141,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,22,2.7707110000000004,0.201874,2.87605,Near-normal,0.2874774103294811,named in manuscript,2023-05-22,142,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,23,2.919267,0.278751,2.89401,Near-normal,0.2874774103294811,named in manuscript,2023-05-23,143,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,24,3.028709,0.339259,2.90731,Near-normal,0.2874774103294811,named in manuscript,2023-05-24,144,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,25,3.153919,0.410991,2.905,Near-normal,0.2874774103294811,named in manuscript,2023-05-25,145,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,26,3.311863,0.501616,2.90643,Near-normal,0.2874774103294811,named in manuscript,2023-05-26,146,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,27,3.4828729999999997,0.60093,2.91653,Near-normal,0.2874774103294811,named in manuscript,2023-05-27,147,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,28,3.662408,0.70752,2.929,Near-normal,0.2874774103294811,named in manuscript,2023-05-28,148,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,29,3.848909,0.820136,2.94199,Near-normal,0.2874774103294811,named in manuscript,2023-05-29,149,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,30,4.0433959999999995,0.93981,2.95523,Near-normal,0.2874774103294811,named in manuscript,2023-05-30,150,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,5,31,4.248741,1.07168,2.96874,Near-normal,0.2874774103294811,named in manuscript,2023-05-31,151,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,6,1,4.456945,1.20864,2.98071,Near-normal,0.2874774103294811,named in manuscript,2023-06-01,152,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,6,2,4.670833,1.35308,2.9908,Near-normal,0.2874774103294811,named in manuscript,2023-06-02,153,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,6,3,4.886019,1.50163,2.99923,Near-normal,0.2874774103294811,named in manuscript,2023-06-03,154,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,6,4,5.105418,1.65586,3.00532,Near-normal,0.2874774103294811,named in manuscript,2023-06-04,155,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,6,5,5.3319469999999995,1.81826,3.01033,Near-normal,0.2874774103294811,named in manuscript,2023-06-05,156,Open field,Open field - Near-normal (2023)
Winter Wheat,weatherBaselineopen,2023,6,6,5.556049,1.98259,3.01418,Near-normal,0.2874774103294811,named in manuscript,2023-06-06,157,Open field,Open field - Near-normal (2023)
